,YEAR,MONTH,DAY,HOURS,MINS,Lehman Library,Northwest Corner Building,Avery,Lerner,East Asian Library,John Jay,Butler,Uris
2014-09-17T21:00:00,2014,9,17,21,0,251,63,130,560,83,106,1205,617
2014-09-17T21:15:00,2014,9,17,21,15,244,62,122,409,103,79,1164,587
2014-09-17T21:30:00,2014,9,17,21,30,240,62,119,626,79,96,1223,584
2014-09-17T21:45:00,2014,9,17,21,45,241,64,109,568,76,95,1255,581
2014-09-17T22:00:00,2014,9,17,22,0,231,62,107,530,62,87,1314,564
2014-09-17T22:15:00,2014,9,17,22,15,230,70,101,457,61,72,1326,554
2014-09-17T22:30:00,2014,9,17,22,30,197,56,96,447,59,75,1305,526
2014-09-17T22:45:00,2014,9,17,22,45,182,50,88,410,61,77,1236,507
2014-09-17T23:00:00,2014,9,17,23,0,166,46,83,385,37,58,1179,495
2014-09-17T23:15:00,2014,9,17,23,15,154,13,26,368,31,52,1086,434
2014-09-17T23:30:00,2014,9,17,23,30,113,6,12,321,11,68,1014,404
2014-09-17T23:45:00,2014,9,17,23,45,104,6,12,257,14,60,991,363
2014-09-18T00:00:00,2014,9,18,0,0,66,4,12,164,4,63,895,334
2014-09-18T00:15:00,2014,9,18,0,15,33,5,12,119,17,66,837,223
2014-09-18T00:30:00,2014,9,18,0,30,7,4,11,131,3,68,758,193
2014-09-18T00:45:00,2014,9,18,0,45,5,3,10,83,9,62,670,177
2014-09-18T01:00:00,2014,9,18,1,0,6,3,10,67,3,65,624,172
2014-09-18T01:15:00,2014,9,18,1,15,6,3,11,48,5,49,572,168
2014-09-18T01:30:00,2014,9,18,1,30,6,2,9,31,3,24,522,153
2014-09-18T01:45:00,2014,9,18,1,45,6,2,9,23,1,3,451,153
2014-09-18T02:00:00,2014,9,18,2,0,6,3,8,23,4,5,414,154
2014-09-18T02:15:00,2014,9,18,2,15,7,2,8,36,4,4,348,152
2014-09-18T02:30:00,2014,9,18,2,30,6,2,8,19,1,3,311,153
2014-09-18T02:45:00,2014,9,18,2,45,6,2,8,25,1,1,270,152
2014-09-18T03:00:00,2014,9,18,3,0,8,3,10,20,1,1,232,151
2014-09-18T03:15:00,2014,9,18,3,15,7,2,9,20,1,1,200,152
2014-09-18T03:30:00,2014,9,18,3,30,6,2,9,20,1,1,183,146
2014-09-18T03:45:00,2014,9,18,3,45,6,2,10,20,1,1,158,146
2014-09-18T04:00:00,2014,9,18,4,0,6,2,10,17,1,1,141,145
2014-09-18T04:15:00,2014,9,18,4,15,5,2,10,19,1,0,108,124
2014-09-18T04:30:00,2014,9,18,4,30,7,2,10,18,1,0,99,110
2014-09-18T04:45:00,2014,9,18,4,45,6,2,11,20,1,0,91,109
2014-09-18T05:00:00,2014,9,18,5,0,5,2,9,21,1,0,83,109
2014-09-18T05:15:00,2014,9,18,5,15,6,2,10,20,1,0,77,108
2014-09-18T05:30:00,2014,9,18,5,30,6,2,10,23,1,3,77,108
2014-09-18T05:45:00,2014,9,18,5,45,7,3,9,23,1,3,69,109
2014-09-18T06:00:00,2014,9,18,6,0,5,2,9,22,1,2,67,110
2014-09-18T06:15:00,2014,9,18,6,15,7,3,12,22,1,0,61,111
2014-09-18T06:30:00,2014,9,18,6,30,5,2,16,19,4,0,57,111
2014-09-18T06:45:00,2014,9,18,6,45,7,2,15,21,1,1,56,109
2014-09-18T07:00:00,2014,9,18,7,0,8,2,14,26,4,1,52,109
2014-09-18T07:15:00,2014,9,18,7,15,6,2,16,31,7,1,48,111
2014-09-18T07:30:00,2014,9,18,7,30,7,2,14,43,11,0,54,110
2014-09-18T07:45:00,2014,9,18,7,45,13,2,13,44,4,3,53,111
2014-09-18T08:00:00,2014,9,18,8,0,15,2,14,94,5,2,81,112
2014-09-18T08:15:00,2014,9,18,8,15,16,2,18,78,2,2,71,110
2014-09-18T08:30:00,2014,9,18,8,30,12,3,23,188,4,4,144,117
2014-09-18T08:45:00,2014,9,18,8,45,10,4,27,181,11,3,155,146
2014-09-18T09:00:00,2014,9,18,9,0,16,8,33,172,19,7,164,163
2014-09-18T09:15:00,2014,9,18,9,15,20,12,62,233,42,9,206,215
2014-09-18T09:30:00,2014,9,18,9,30,66,22,75,289,33,9,230,245
2014-09-18T09:45:00,2014,9,18,9,45,86,30,57,367,47,13,345,262
2014-09-18T10:00:00,2014,9,18,10,0,117,35,74,426,43,14,388,280
2014-09-18T10:15:00,2014,9,18,10,15,126,60,87,496,81,14,471,294
2014-09-18T10:30:00,2014,9,18,10,30,172,52,109,456,143,17,508,314
2014-09-18T10:45:00,2014,9,18,10,45,190,67,118,509,118,16,640,336
2014-09-18T11:00:00,2014,9,18,11,0,231,68,125,498,115,13,699,359
2014-09-18T11:15:00,2014,9,18,11,15,220,83,192,466,159,25,767,503
2014-09-18T11:30:00,2014,9,18,11,30,221,77,173,502,138,43,792,538
2014-09-18T11:45:00,2014,9,18,11,45,227,85,170,631,118,75,823,563
2014-09-18T12:00:00,2014,9,18,12,0,244,95,209,590,179,111,845,611
2014-09-18T12:15:00,2014,9,18,12,15,250,97,198,611,122,119,851,617
2014-09-18T12:30:00,2014,9,18,12,30,246,102,211,604,137,138,862,600
2014-09-18T12:45:00,2014,9,18,12,45,263,106,228,586,121,149,863,599
2014-09-18T13:00:00,2014,9,18,13,0,284,99,221,706,116,178,981,623
2014-09-18T13:15:00,2014,9,18,13,15,277,113,231,596,131,139,898,661
2014-09-18T13:30:00,2014,9,18,13,30,271,64,215,957,145,195,1042,711
2014-09-18T13:45:00,2014,9,18,13,45,321,69,265,799,145,201,937,780
2014-09-18T14:00:00,2014,9,18,14,0,346,70,245,807,130,187,1080,808
2014-09-18T14:15:00,2014,9,18,14,15,353,85,243,672,123,152,1066,782
2014-09-18T14:30:00,2014,9,18,14,30,386,87,245,722,163,78,1069,784
2014-09-18T14:45:00,2014,9,18,14,45,417,104,256,768,148,55,1190,770
2014-09-18T15:00:00,2014,9,18,15,0,436,138,246,711,192,53,1128,757
2014-09-18T15:15:00,2014,9,18,15,15,425,139,262,760,158,60,1230,755
2014-09-18T15:30:00,2014,9,18,15,30,437,126,264,600,164,41,1194,758
2014-09-18T15:45:00,2014,9,18,15,45,456,131,258,687,151,48,1301,773
2014-09-18T16:00:00,2014,9,18,16,0,469,130,242,588,146,35,1228,782
2014-09-18T16:15:00,2014,9,18,16,15,449,143,233,677,151,39,1175,781
2014-09-18T16:30:00,2014,9,18,16,30,438,103,242,618,163,41,1052,831
2014-09-18T16:45:00,2014,9,18,16,45,441,109,235,711,114,40,1166,825
2014-09-18T17:00:00,2014,9,18,17,0,450,113,258,608,104,43,1114,815
2014-09-18T17:15:00,2014,9,18,17,15,441,106,236,585,94,43,1092,818
2014-09-18T17:30:00,2014,9,18,17,30,445,110,190,500,93,86,1111,802
2014-09-18T17:45:00,2014,9,18,17,45,436,115,202,447,89,98,1080,784
2014-09-18T18:00:00,2014,9,18,18,0,398,99,171,605,94,164,1078,778
2014-09-18T18:15:00,2014,9,18,18,15,367,98,157,0,80,0,0,720
2014-09-18T18:30:00,2014,9,18,18,30,318,92,119,0,161,0,0,633
2014-09-18T18:45:00,2014,9,18,18,45,287,84,114,0,112,0,0,605
2014-09-18T19:00:00,2014,9,18,19,0,265,71,120,0,108,0,0,570
2014-09-18T19:15:00,2014,9,18,19,15,221,86,107,0,107,0,0,540
2014-09-18T19:30:00,2014,9,18,19,30,214,65,120,0,123,0,0,475
2014-09-18T19:45:00,2014,9,18,19,45,203,64,146,0,101,0,0,426
2014-09-18T20:00:00,2014,9,18,20,0,202,71,151,0,103,0,0,444
2014-09-18T20:15:00,2014,9,18,20,15,193,59,162,0,92,0,0,464
2014-09-18T20:30:00,2014,9,18,20,30,188,58,152,0,80,0,0,442
2014-09-18T20:45:00,2014,9,18,20,45,179,69,143,0,87,0,0,466
2014-09-18T21:00:00,2014,9,18,21,0,177,69,130,0,71,0,0,473
2014-09-18T21:15:00,2014,9,18,21,15,163,72,105,0,81,0,0,455
2014-09-18T21:30:00,2014,9,18,21,30,159,73,95,0,66,0,0,436
2014-09-18T21:45:00,2014,9,18,21,45,157,68,96,0,58,0,0,438
2014-09-18T22:00:00,2014,9,18,22,0,151,67,103,0,37,0,0,416
2014-09-18T22:15:00,2014,9,18,22,15,143,53,90,0,58,0,0,216
2014-09-18T22:30:00,2014,9,18,22,30,132,45,77,0,50,0,0,170
2014-09-18T22:45:00,2014,9,18,22,45,117,40,67,256,40,42,500,144
2014-09-18T23:00:00,2014,9,18,23,0,103,37,44,208,19,42,514,143
2014-09-18T23:15:00,2014,9,18,23,15,96,12,20,198,23,44,526,145
2014-09-18T23:30:00,2014,9,18,23,30,91,5,14,178,13,56,558,145
2014-09-18T23:45:00,2014,9,18,23,45,85,3,10,153,12,59,501,137
2014-09-19T00:00:00,2014,9,19,0,0,52,2,9,135,9,63,479,137
2014-09-19T00:15:00,2014,9,19,0,15,27,3,10,134,7,79,428,134
2014-09-19T00:30:00,2014,9,19,0,30,2,2,10,126,11,96,408,137
2014-09-19T00:45:00,2014,9,19,0,45,3,2,12,99,1,87,395,133
2014-09-19T01:00:00,2014,9,19,1,0,2,2,14,93,12,70,337,122
2014-09-19T01:15:00,2014,9,19,1,15,2,2,9,72,5,52,294,120
2014-09-19T01:30:00,2014,9,19,1,30,2,2,9,43,5,21,250,115
2014-09-19T01:45:00,2014,9,19,1,45,1,2,9,36,3,4,194,114
2014-09-19T02:00:00,2014,9,19,2,0,1,4,9,37,9,4,170,112
2014-09-19T02:15:00,2014,9,19,2,15,1,2,10,51,2,9,145,111
2014-09-19T02:30:00,2014,9,19,2,30,1,2,8,26,7,6,125,114
2014-09-19T02:45:00,2014,9,19,2,45,2,2,8,25,2,3,117,111
2014-09-19T03:00:00,2014,9,19,3,0,2,2,9,23,5,2,112,110
2014-09-19T03:15:00,2014,9,19,3,15,2,2,8,21,1,0,111,111
2014-09-19T03:30:00,2014,9,19,3,30,3,2,11,21,2,1,90,111
2014-09-19T03:45:00,2014,9,19,3,45,2,2,10,17,5,0,90,111
2014-09-19T04:00:00,2014,9,19,4,0,2,2,10,11,1,1,76,111
2014-09-19T04:15:00,2014,9,19,4,15,1,2,10,13,2,1,66,110
2014-09-19T04:30:00,2014,9,19,4,30,2,2,11,16,1,2,63,112
2014-09-19T04:45:00,2014,9,19,4,45,1,2,10,15,1,0,60,112
2014-09-19T05:00:00,2014,9,19,5,0,1,2,10,18,2,0,52,113
2014-09-19T05:15:00,2014,9,19,5,15,1,2,9,14,2,0,50,111
2014-09-19T05:30:00,2014,9,19,5,30,2,2,13,16,3,4,50,109
2014-09-19T05:45:00,2014,9,19,5,45,2,2,10,13,1,0,43,112
2014-09-19T06:00:00,2014,9,19,6,0,1,2,11,12,2,1,39,111
2014-09-19T06:15:00,2014,9,19,6,15,4,2,18,16,1,0,42,113
2014-09-19T06:30:00,2014,9,19,6,30,2,2,13,20,3,0,46,111
2014-09-19T06:45:00,2014,9,19,6,45,3,2,14,20,2,0,41,111
2014-09-19T07:00:00,2014,9,19,7,0,3,2,12,27,4,0,46,112
2014-09-19T07:15:00,2014,9,19,7,15,9,2,15,25,1,2,40,111
2014-09-19T07:30:00,2014,9,19,7,30,8,2,18,37,10,1,45,108
2014-09-19T07:45:00,2014,9,19,7,45,8,2,15,25,4,3,51,108
2014-09-19T08:00:00,2014,9,19,8,0,10,2,18,42,7,2,59,107
2014-09-19T08:15:00,2014,9,19,8,15,12,3,18,54,6,4,68,109
2014-09-19T08:30:00,2014,9,19,8,30,9,3,28,88,13,4,81,117
2014-09-19T08:45:00,2014,9,19,8,45,11,5,33,109,5,11,93,130
2014-09-19T09:00:00,2014,9,19,9,0,14,6,32,112,13,9,113,139
2014-09-19T09:15:00,2014,9,19,9,15,13,8,42,183,42,7,164,181
2014-09-19T09:30:00,2014,9,19,9,30,49,17,49,181,57,12,201,208
2014-09-19T09:45:00,2014,9,19,9,45,68,34,51,274,64,7,292,236
2014-09-19T10:00:00,2014,9,19,10,0,101,37,59,283,50,19,325,268
2014-09-19T10:15:00,2014,9,19,10,15,115,37,70,313,83,15,401,289
2014-09-19T10:30:00,2014,9,19,10,30,156,43,73,309,84,14,458,313
2014-09-19T10:45:00,2014,9,19,10,45,165,49,86,392,60,9,543,357
2014-09-19T11:00:00,2014,9,19,11,0,193,64,105,387,86,10,572,378
2014-09-19T11:15:00,2014,9,19,11,15,194,62,138,499,104,11,605,419
2014-09-19T11:30:00,2014,9,19,11,30,224,61,116,643,104,12,634,424
2014-09-19T11:45:00,2014,9,19,11,45,221,59,140,949,108,9,710,446
2014-09-19T12:00:00,2014,9,19,12,0,222,61,141,1067,80,18,734,454
2014-09-19T12:15:00,2014,9,19,12,15,242,62,139,1143,75,15,759,465
2014-09-19T12:30:00,2014,9,19,12,30,236,79,151,1294,106,33,744,479
2014-09-19T12:45:00,2014,9,19,12,45,244,70,152,1332,96,37,766,501
2014-09-19T13:00:00,2014,9,19,13,0,254,71,170,1445,107,52,783,499
2014-09-19T13:15:00,2014,9,19,13,15,260,74,182,1422,105,55,755,507
2014-09-19T13:30:00,2014,9,19,13,30,243,66,164,1540,123,52,811,472
2014-09-19T13:45:00,2014,9,19,13,45,245,64,153,1354,122,49,755,481
2014-09-19T14:00:00,2014,9,19,14,0,224,72,143,1477,122,66,912,476
2014-09-19T14:15:00,2014,9,19,14,15,197,65,157,1295,133,64,870,485
2014-09-19T14:30:00,2014,9,19,14,30,201,70,155,1124,125,59,887,502
2014-09-19T14:45:00,2014,9,19,14,45,199,59,168,1257,122,57,942,514
2014-09-19T15:00:00,2014,9,19,15,0,209,74,171,1250,124,52,999,538
2014-09-19T15:15:00,2014,9,19,15,15,229,75,183,1143,141,54,1043,573
2014-09-19T15:30:00,2014,9,19,15,30,257,76,190,1112,123,54,1046,594
2014-09-19T15:45:00,2014,9,19,15,45,238,74,175,1140,106,61,1129,561
2014-09-19T16:00:00,2014,9,19,16,0,260,73,196,931,97,50,1073,580
2014-09-19T16:15:00,2014,9,19,16,15,270,67,183,903,81,50,1211,534
2014-09-19T16:30:00,2014,9,19,16,30,261,67,172,687,104,46,1092,553
2014-09-19T16:45:00,2014,9,19,16,45,248,62,180,597,95,37,1075,523
2014-09-19T17:00:00,2014,9,19,17,0,239,74,185,528,106,44,1023,489
2014-09-19T17:15:00,2014,9,19,17,15,240,79,178,479,105,47,957,486
2014-09-19T17:30:00,2014,9,19,17,30,223,75,145,452,121,40,907,450
2014-09-19T17:45:00,2014,9,19,17,45,208,70,116,450,107,42,896,435
2014-09-19T18:00:00,2014,9,19,18,0,191,80,110,441,85,42,809,416
2014-09-19T18:15:00,2014,9,19,18,15,189,73,98,363,92,41,755,382
2014-09-19T18:30:00,2014,9,19,18,30,158,67,109,405,77,61,731,362
2014-09-19T18:45:00,2014,9,19,18,45,137,57,115,348,72,59,652,343
2014-09-19T19:00:00,2014,9,19,19,0,98,50,87,489,58,100,650,329
2014-09-19T19:15:00,2014,9,19,19,15,67,52,83,508,45,83,621,305
2014-09-19T19:30:00,2014,9,19,19,30,6,46,77,509,17,100,611,282
2014-09-19T19:45:00,2014,9,19,19,45,7,42,73,485,12,85,594,282
2014-09-19T20:00:00,2014,9,19,20,0,7,43,67,496,14,77,604,279
2014-09-19T20:15:00,2014,9,19,20,15,4,50,60,498,10,84,611,271
2014-09-19T20:30:00,2014,9,19,20,30,4,58,63,381,14,32,641,252
2014-09-19T20:45:00,2014,9,19,20,45,4,54,57,298,8,14,640,240
2014-09-19T21:00:00,2014,9,19,21,0,4,54,38,260,12,15,634,215
2014-09-19T21:15:00,2014,9,19,21,15,4,50,11,260,8,10,616,177
2014-09-19T21:30:00,2014,9,19,21,30,3,50,9,275,5,15,650,144
2014-09-19T21:45:00,2014,9,19,21,45,4,42,14,233,11,7,594,128
2014-09-19T22:00:00,2014,9,19,22,0,3,38,11,294,6,11,599,126
2014-09-19T22:15:00,2014,9,19,22,15,4,35,11,254,13,3,550,122
2014-09-19T22:30:00,2014,9,19,22,30,5,39,9,203,12,4,514,123
2014-09-19T22:45:00,2014,9,19,22,45,7,32,11,154,16,5,482,119
2014-09-19T23:00:00,2014,9,19,23,0,6,27,11,147,11,4,467,116
2014-09-19T23:15:00,2014,9,19,23,15,5,28,10,143,12,4,437,115
2014-09-19T23:30:00,2014,9,19,23,30,5,30,10,137,15,0,418,113
2014-09-19T23:45:00,2014,9,19,23,45,5,24,8,167,6,3,378,112
2014-09-20T00:00:00,2014,9,20,0,0,6,26,9,157,5,5,360,112
2014-09-20T00:15:00,2014,9,20,0,15,6,23,9,140,4,13,353,113
2014-09-20T00:30:00,2014,9,20,0,30,5,19,10,103,1,13,293,102
2014-09-20T00:45:00,2014,9,20,0,45,4,16,10,106,3,3,279,101
2014-09-20T01:00:00,2014,9,20,1,0,5,14,9,74,2,5,228,102
2014-09-20T01:15:00,2014,9,20,1,15,5,5,9,75,1,5,249,100
2014-09-20T01:30:00,2014,9,20,1,30,5,2,10,68,2,5,193,100
2014-09-20T01:45:00,2014,9,20,1,45,5,2,10,73,1,4,176,100
2014-09-20T02:00:00,2014,9,20,2,0,5,3,11,61,2,6,163,100
2014-09-20T02:15:00,2014,9,20,2,15,5,2,11,53,2,4,146,100
2014-09-20T02:30:00,2014,9,20,2,30,5,3,10,57,3,8,139,100
2014-09-20T02:45:00,2014,9,20,2,45,5,3,9,35,1,2,106,100
2014-09-20T03:00:00,2014,9,20,3,0,5,2,9,42,1,0,96,100
2014-09-20T03:15:00,2014,9,20,3,15,5,3,11,23,3,2,85,100
2014-09-20T03:30:00,2014,9,20,3,30,4,3,10,37,1,6,81,100
2014-09-20T03:45:00,2014,9,20,3,45,5,3,10,26,3,3,76,100
2014-09-20T04:00:00,2014,9,20,4,0,5,3,10,25,1,2,75,100
2014-09-20T04:15:00,2014,9,20,4,15,5,3,10,19,2,0,57,100
2014-09-20T04:30:00,2014,9,20,4,30,4,2,10,19,2,2,51,100
2014-09-20T04:45:00,2014,9,20,4,45,4,3,10,16,1,1,49,100
2014-09-20T05:00:00,2014,9,20,5,0,5,3,9,19,1,0,52,100
2014-09-20T05:15:00,2014,9,20,5,15,5,2,9,16,1,0,45,100
2014-09-20T05:30:00,2014,9,20,5,30,5,3,9,16,1,4,45,101
2014-09-20T05:45:00,2014,9,20,5,45,5,3,9,16,2,4,40,100
2014-09-20T06:00:00,2014,9,20,6,0,5,3,10,19,1,2,38,99
2014-09-20T06:15:00,2014,9,20,6,15,6,3,10,19,1,1,38,99
2014-09-20T06:30:00,2014,9,20,6,30,6,3,10,20,1,2,36,99
2014-09-20T06:45:00,2014,9,20,6,45,6,2,12,19,1,1,30,99
2014-09-20T07:00:00,2014,9,20,7,0,8,2,12,23,1,0,36,99
2014-09-20T07:15:00,2014,9,20,7,15,7,3,13,20,3,0,28,99
2014-09-20T07:30:00,2014,9,20,7,30,8,2,12,32,1,1,36,97
2014-09-20T07:45:00,2014,9,20,7,45,8,2,10,26,5,1,36,97
2014-09-20T08:00:00,2014,9,20,8,0,6,2,11,39,3,2,34,98
2014-09-20T08:15:00,2014,9,20,8,15,5,3,10,39,7,1,32,98
2014-09-20T08:30:00,2014,9,20,8,30,5,2,13,65,1,3,43,97
2014-09-20T08:45:00,2014,9,20,8,45,6,2,13,67,6,1,49,93
2014-09-20T09:00:00,2014,9,20,9,0,18,3,17,139,3,2,81,93
2014-09-20T09:15:00,2014,9,20,9,15,15,3,15,134,3,3,74,93
2014-09-20T09:30:00,2014,9,20,9,30,10,3,17,208,3,4,111,96
2014-09-20T09:45:00,2014,9,20,9,45,6,4,18,232,3,4,128,93
2014-09-20T10:00:00,2014,9,20,10,0,4,9,18,227,8,2,137,98
2014-09-20T10:15:00,2014,9,20,10,15,6,9,23,197,11,5,211,100
2014-09-20T10:30:00,2014,9,20,10,30,33,7,26,153,9,7,213,126
2014-09-20T10:45:00,2014,9,20,10,45,39,7,33,220,10,10,301,134
2014-09-20T11:00:00,2014,9,20,11,0,48,10,37,212,14,9,330,152
2014-09-20T11:15:00,2014,9,20,11,15,59,16,39,313,12,10,416,166
2014-09-20T11:30:00,2014,9,20,11,30,60,39,40,313,18,7,420,175
2014-09-20T11:45:00,2014,9,20,11,45,93,47,48,451,12,12,522,189
2014-09-20T12:00:00,2014,9,20,12,0,89,60,61,440,18,11,556,215
2014-09-20T12:15:00,2014,9,20,12,15,102,63,67,472,12,18,612,216
2014-09-20T12:30:00,2014,9,20,12,30,107,63,72,474,40,22,631,225
2014-09-20T12:45:00,2014,9,20,12,45,114,63,76,522,21,31,678,234
2014-09-20T13:00:00,2014,9,20,13,0,107,63,87,536,21,31,703,253
2014-09-20T13:15:00,2014,9,20,13,15,120,71,93,424,35,41,760,266
2014-09-20T13:30:00,2014,9,20,13,30,124,68,108,399,42,39,790,293
2014-09-20T13:45:00,2014,9,20,13,45,135,74,120,387,34,28,890,299
2014-09-20T14:00:00,2014,9,20,14,0,143,74,134,343,38,45,911,303
2014-09-20T14:15:00,2014,9,20,14,15,165,74,124,290,38,47,936,344
2014-09-20T14:30:00,2014,9,20,14,30,174,74,130,364,32,72,1024,375
2014-09-20T14:45:00,2014,9,20,14,45,209,88,138,347,51,57,1031,377
2014-09-20T15:00:00,2014,9,20,15,0,201,96,133,471,49,62,1146,383
2014-09-20T15:15:00,2014,9,20,15,15,221,99,150,428,64,45,1142,426
2014-09-20T15:30:00,2014,9,20,15,30,218,98,141,472,54,48,1192,427
2014-09-20T15:45:00,2014,9,20,15,45,212,88,146,411,60,60,1161,424
2014-09-20T16:00:00,2014,9,20,16,0,198,94,161,331,56,44,1240,428
2014-09-20T16:15:00,2014,9,20,16,15,201,94,167,339,68,43,1228,414
2014-09-20T16:30:00,2014,9,20,16,30,212,90,158,368,55,38,1247,418
2014-09-20T16:45:00,2014,9,20,16,45,210,90,162,345,69,46,1226,423
2014-09-20T17:00:00,2014,9,20,17,0,195,96,155,307,66,37,1204,437
2014-09-20T17:15:00,2014,9,20,17,15,189,106,151,366,83,41,1201,425
2014-09-20T17:30:00,2014,9,20,17,30,171,90,152,377,71,33,1164,399
2014-09-20T17:45:00,2014,9,20,17,45,165,90,138,400,57,45,1145,396
2014-09-20T18:00:00,2014,9,20,18,0,111,84,128,379,67,44,1104,372
2014-09-20T18:15:00,2014,9,20,18,15,65,88,117,418,58,58,1004,359
2014-09-20T18:30:00,2014,9,20,18,30,7,72,104,401,60,52,932,334
2014-09-20T18:45:00,2014,9,20,18,45,6,66,100,392,46,72,892,329
2014-09-20T19:00:00,2014,9,20,19,0,3,72,83,419,44,76,869,331
2014-09-20T19:15:00,2014,9,20,19,15,6,64,27,453,24,57,890,327
2014-09-20T19:30:00,2014,9,20,19,30,4,63,18,445,16,57,856,307
2014-09-20T19:45:00,2014,9,20,19,45,3,63,17,387,9,74,782,304
2014-09-20T20:00:00,2014,9,20,20,0,4,57,14,449,11,89,814,271
2014-09-20T20:15:00,2014,9,20,20,15,4,53,11,381,5,80,807,272
2014-09-20T20:30:00,2014,9,20,20,30,4,56,14,334,11,42,836,252
2014-09-20T20:45:00,2014,9,20,20,45,3,53,12,264,6,18,814,241
2014-09-20T21:00:00,2014,9,20,21,0,3,46,14,233,9,15,835,229
2014-09-20T21:15:00,2014,9,20,21,15,4,50,16,212,7,14,825,168
2014-09-20T21:30:00,2014,9,20,21,30,4,47,16,190,8,5,801,82
2014-09-20T21:45:00,2014,9,20,21,45,4,40,14,200,11,6,756,80
2014-09-20T22:00:00,2014,9,20,22,0,4,36,11,190,16,6,768,81
2014-09-20T22:15:00,2014,9,20,22,15,3,30,11,176,5,7,734,79
2014-09-20T22:30:00,2014,9,20,22,30,3,24,11,157,10,8,656,78
2014-09-20T22:45:00,2014,9,20,22,45,4,29,11,177,2,16,676,79
2014-09-20T23:00:00,2014,9,20,23,0,4,28,9,162,3,13,649,80
2014-09-20T23:15:00,2014,9,20,23,15,3,19,9,130,3,6,608,78
2014-09-20T23:30:00,2014,9,20,23,30,3,6,7,110,3,8,580,77
2014-09-20T23:45:00,2014,9,20,23,45,3,4,10,110,1,10,537,74
2014-09-21T00:00:00,2014,9,21,0,0,3,3,10,133,2,13,506,74
2014-09-21T00:15:00,2014,9,21,0,15,4,2,10,75,2,2,419,73
2014-09-21T00:30:00,2014,9,21,0,30,4,2,9,74,4,5,383,75
2014-09-21T00:45:00,2014,9,21,0,45,4,2,8,59,3,5,358,70
2014-09-21T01:00:00,2014,9,21,1,0,3,3,9,52,3,3,329,65
2014-09-21T01:15:00,2014,9,21,1,15,3,2,9,75,1,3,324,66
2014-09-21T01:30:00,2014,9,21,1,30,4,2,9,44,2,9,253,65
2014-09-21T01:45:00,2014,9,21,1,45,4,2,12,41,3,1,214,66
2014-09-21T02:00:00,2014,9,21,2,0,5,2,10,36,3,1,188,66
2014-09-21T02:15:00,2014,9,21,2,15,4,2,9,36,10,3,168,66
2014-09-21T02:30:00,2014,9,21,2,30,5,2,9,38,3,1,161,66
2014-09-21T02:45:00,2014,9,21,2,45,4,2,10,29,6,2,148,67
2014-09-21T03:00:00,2014,9,21,3,0,4,2,10,44,1,2,147,67
2014-09-21T03:15:00,2014,9,21,3,15,4,2,10,28,4,1,130,66
2014-09-21T03:30:00,2014,9,21,3,30,4,2,10,30,2,7,128,66
2014-09-21T03:45:00,2014,9,21,3,45,4,2,11,16,1,2,114,66
2014-09-21T04:00:00,2014,9,21,4,0,3,2,10,20,1,1,101,65
2014-09-21T04:15:00,2014,9,21,4,15,4,2,10,16,2,2,88,65
2014-09-21T04:30:00,2014,9,21,4,30,4,4,10,18,1,0,73,65
2014-09-21T04:45:00,2014,9,21,4,45,3,3,8,17,2,0,72,65
2014-09-21T05:00:00,2014,9,21,5,0,4,2,8,18,2,0,70,65
2014-09-21T05:15:00,2014,9,21,5,15,4,2,7,22,1,0,60,66
2014-09-21T05:30:00,2014,9,21,5,30,3,2,7,19,1,1,49,66
2014-09-21T05:45:00,2014,9,21,5,45,3,2,8,17,1,0,48,66
2014-09-21T06:00:00,2014,9,21,6,0,4,2,8,15,1,1,42,66
2014-09-21T06:15:00,2014,9,21,6,15,4,2,8,14,1,1,43,66
2014-09-21T06:30:00,2014,9,21,6,30,3,2,8,16,1,1,42,66
2014-09-21T06:45:00,2014,9,21,6,45,3,2,8,14,1,1,42,66
2014-09-21T07:00:00,2014,9,21,7,0,5,2,8,15,1,1,41,66
2014-09-21T07:15:00,2014,9,21,7,15,4,2,8,20,1,3,40,66
2014-09-21T07:30:00,2014,9,21,7,30,5,2,8,24,3,3,30,66
2014-09-21T07:45:00,2014,9,21,7,45,6,2,8,20,1,3,30,66
2014-09-21T08:00:00,2014,9,21,8,0,5,2,8,17,1,2,31,66
2014-09-21T08:15:00,2014,9,21,8,15,3,2,8,25,3,4,30,66
2014-09-21T08:30:00,2014,9,21,8,30,3,2,9,28,2,4,41,66
2014-09-21T08:45:00,2014,9,21,8,45,4,3,9,40,1,7,58,66
2014-09-21T09:00:00,2014,9,21,9,0,5,3,10,50,4,6,66,68
2014-09-21T09:15:00,2014,9,21,9,15,5,3,9,78,6,5,87,67
2014-09-21T09:30:00,2014,9,21,9,30,5,2,11,92,12,12,106,66
2014-09-21T09:45:00,2014,9,21,9,45,3,3,10,80,10,9,168,67
2014-09-21T10:00:00,2014,9,21,10,0,3,2,11,71,13,11,188,66
2014-09-21T10:15:00,2014,9,21,10,15,5,2,9,96,12,19,236,72
2014-09-21T10:30:00,2014,9,21,10,30,6,4,9,110,9,31,278,104
2014-09-21T10:45:00,2014,9,21,10,45,5,8,13,162,9,54,349,133
2014-09-21T11:00:00,2014,9,21,11,0,6,11,14,155,10,49,417,148
2014-09-21T11:15:00,2014,9,21,11,15,4,21,11,226,11,80,537,172
